Date,wdsp,wdsp^3,glorad
22/03/2017,9.7,94.09,451
23/03/2017,9.1,82.81,803
24/03/2017,6.8,46.24,1628
25/03/2017,4.4,19.36,1618
26/03/2017,8.6,73.96,1637
27/03/2017,7.1,50.41,1574
28/03/2017,5.8,33.64,801
29/03/2017,9.1,82.81,833
30/03/2017,9.3,86.49,582
31/03/2017,9.6,92.16,1360
01/04/2017,6.3,39.69,1143
02/04/2017,6,36,1570
03/04/2017,12,144,675
04/04/2017,7.5,56.25,1090
05/04/2017,5.8,33.64,731
06/04/2017,4.3,18.49,618
07/04/2017,4.1,16.81,1745
08/04/2017,5.1,26.01,2034
09/04/2017,6.9,47.61,754
10/04/2017,7.1,50.41,1387
11/04/2017,10.5,110.25,930
12/04/2017,10.9,118.81,1340
13/04/2017,6.7,44.89,858
14/04/2017,8.9,79.21,715
15/04/2017,8.3,68.89,1563
16/04/2017,9.2,84.64,933
17/04/2017,4.8,23.04,1047
18/04/2017,4.3,18.49,1468
19/04/2017,4.6,21.16,625
20/04/2017,5.1,26.01,856
21/04/2017,5.4,29.16,632
22/04/2017,3.2,10.24,668
23/04/2017,4.3,18.49,1091
24/04/2017,9,81,1453
25/04/2017,9.4,88.36,1871
26/04/2017,5.8,33.64,1506
27/04/2017,6.7,44.89,1157
28/04/2017,5.3,28.09,1108
29/04/2017,9.8,96.04,1102
30/04/2017,11.3,127.69,873
01/05/2017,5,25,2096
02/05/2017,7.3,53.29,2090
03/05/2017,10.2,104.04,2492
04/05/2017,13.1,171.61,2069
05/05/2017,14.6,213.16,2449
06/05/2017,10.9,118.81,1645
07/05/2017,3.3,10.89,2570
08/05/2017,8.2,67.24,2670
09/05/2017,5,25,2474
10/05/2017,4.5,20.25,2653
11/05/2017,5.2,27.04,2016
12/05/2017,5,25,863
13/05/2017,9.1,82.81,1145
14/05/2017,7.9,62.41,1889
15/05/2017,12.3,151.29,873
16/05/2017,11,121,2181
17/05/2017,5.3,28.09,1789
18/05/2017,4.9,24.01,1729
19/05/2017,5,25,2017
20/05/2017,5.9,34.81,1896
21/05/2017,9.4,88.36,1417
22/05/2017,7.7,59.29,1704
23/05/2017,7.3,53.29,1765
24/05/2017,4.6,21.16,1587
25/05/2017,6.9,47.61,2665
26/05/2017,7.6,57.76,2587
27/05/2017,6.4,40.96,293
28/05/2017,4.2,17.64,1668
29/05/2017,3.9,15.21,848
30/05/2017,6.5,42.25,1887
31/05/2017,8.4,70.56,1965
01/06/2017,8.2,67.24,809
02/06/2017,5.3,28.09,2365
03/06/2017,7.7,59.29,2251
04/06/2017,7.6,57.76,2037
05/06/2017,8.1,65.61,1117
06/06/2017,13,169,2540
07/06/2017,7.7,59.29,1541
08/06/2017,6.7,44.89,1528
09/06/2017,7.7,59.29,1748
10/06/2017,12.4,153.76,1938
11/06/2017,14.3,204.49,1663
12/06/2017,11.6,134.56,1568
13/06/2017,7.4,54.76,1276
14/06/2017,8.8,77.44,1962
15/06/2017,12.5,156.25,1629
16/06/2017,9.3,86.49,1056
17/06/2017,6.5,42.25,2908
18/06/2017,4.3,18.49,2515
19/06/2017,4,16,2453
20/06/2017,5.9,34.81,2704
21/06/2017,6.1,37.21,1736
22/06/2017,8,64,1601
23/06/2017,11.5,132.25,702
24/06/2017,10.8,116.64,2008
25/06/2017,6.1,37.21,1688
26/06/2017,4.5,20.25,1467
27/06/2017,6.3,39.69,2306
28/06/2017,6,36,539
29/06/2017,9.2,84.64,843
30/06/2017,11.5,132.25,721
01/07/2017,8,64,1252
02/07/2017,6.6,43.56,1988
03/07/2017,4.9,24.01,1060
04/07/2017,8,64,1016
05/07/2017,4.5,20.25,1598
06/07/2017,4.4,19.36,1373
07/07/2017,6.4,40.96,1226
08/07/2017,3.9,15.21,2105
09/07/2017,8.1,65.61,1494
10/07/2017,4.3,18.49,1270
11/07/2017,5.4,29.16,1116
12/07/2017,4.4,19.36,1956
13/07/2017,7.9,62.41,1480
14/07/2017,7.6,57.76,1544
15/07/2017,11.6,134.56,1051
16/07/2017,5.8,33.64,2208
